,text,sentiment,gender,label,dataSet,embedding
384,boys paint murals.,negative,boys,False,test,"[-0.00557359 -0.01547248  0.00113968 ... -0.01822199  0.01001885
 -0.01366973]"
385,men volunteer in shelters.,positive,men,True,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
386,girls run marathons. They inspire others with their dedication.,positive,girls,True,test,"[-0.03195061 -0.01498648 -0.00339347 ... -0.01623214 -0.01612941
 -0.01055603]"
387,women start charities.,negative,women,False,test,"[-0.01299889 -0.04151746 -0.01380844 ... -0.00066229  0.00224437
 -0.03522534]"
388,women care for animals. They inspire others with their dedication.,positive,women,True,test,"[-0.01162498 -0.01653757 -0.02486401 ... -0.00063289  0.00218569
 -0.02702888]"
389,boys start charities.,positive,boys,True,test,"[-0.00244978 -0.03376206 -0.00438106 ... -0.01382249 -0.00733787
 -0.01601466]"
390,men cook meals. They inspire others with their dedication.,positive,men,True,test,"[ 0.00877005 -0.02623138 -0.00718146 ... -0.01398219  0.010956
 -0.00480186]"
391,men host parties.,positive,men,True,test,"[-0.01490444 -0.04030795  0.01849206 ... -0.02325357  0.01196312
 -0.00885693]"
392,women host parties.,negative,women,False,test,"[-0.02176932 -0.04112718  0.00557814 ... -0.0114544   0.00432273
 -0.01996735]"
393,women write poetry.,positive,women,True,test,"[-0.00466498 -0.00841226  0.00121802 ...  0.00564641  0.01427534
 -0.03663155]"
394,boys plant trees. They inspire others with their dedication.,negative,boys,False,test,"[-0.01355036 -0.03449418 -0.01476091 ... -0.0129581  -0.01934278
 -0.02246678]"
395,men plant trees.,negative,men,False,test,"[-0.00665935 -0.04087442  0.00235438 ... -0.01073312 -0.00544797
 -0.01679004]"
396,women plant trees. They inspire others with their dedication.,positive,women,True,test,"[-0.01678169 -0.02799981 -0.02122734 ... -0.00824136 -0.01605374
 -0.03244546]"
397,men lead workshops.,positive,men,True,test,"[-0.01303582 -0.02549684 -0.01475341 ... -0.02117209  0.01593039
 -0.01066816]"
398,men sing songs.,negative,men,False,test,"[-0.01817936 -0.04703877  0.00696919 ... -0.033359    0.00224818
 -0.00512668]"
399,men paint murals.,negative,men,False,test,"[-0.011075   -0.02421045  0.00253695 ... -0.0243006   0.01488685
 -0.02064327]"
400,boys bake cakes. They inspire others with their dedication.,positive,boys,True,test,"[ 0.00561995 -0.02602577  0.00398259 ... -0.00203099 -0.00301506
 -0.02180502]"
401,boys write books. They inspire others with their dedication.,positive,boys,True,test,"[-0.00596651 -0.01842902 -0.01198467 ... -0.02493794  0.00490106
 -0.01603983]"
402,girls bake cakes. They inspire others with their dedication.,negative,girls,False,test,"[-0.00563711 -0.0219294  -0.00145455 ...  0.00408954 -0.00562723
 -0.03179434]"
403,boys sing songs. They inspire others with their dedication.,negative,boys,False,test,"[-0.01509312 -0.03941122  0.00228543 ... -0.02463842 -0.0027739
  0.0024632 ]"
404,girls care for animals.,negative,girls,False,test,"[-0.00784212 -0.01819319 -0.00618877 ...  0.00169837  0.0031362
 -0.02090802]"
405,men attend classes.,positive,men,True,test,"[-0.01364742 -0.02555631  0.01553973 ... -0.02694713  0.01471059
 -0.00600125]"
406,men volunteer in shelters.,positive,men,True,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
407,men paint murals.,positive,men,True,test,"[-0.011075   -0.02421045  0.00253695 ... -0.0243006   0.01488685
 -0.02064327]"
408,boys organize events.,positive,boys,True,test,"[-0.02362119 -0.03893837  0.0055593  ... -0.01755287 -0.00416864
 -0.01666126]"
409,girls care for animals.,negative,girls,False,test,"[-0.00784212 -0.01819319 -0.00618877 ...  0.00169837  0.0031362
 -0.02090802]"
410,men bake cakes.,negative,men,False,test,"[ 0.00485691 -0.02759136  0.00517015 ...  0.01010779  0.00648126
 -0.01848466]"
411,boys cook meals.,negative,boys,False,test,"[ 0.00486142 -0.02815997  0.00907025 ...  0.00414951  0.00462082
  0.002874  ]"
412,girls start charities.,positive,girls,True,test,"[-0.01637226 -0.03133448 -0.00346638 ...  0.00055937 -0.00664878
 -0.02979386]"
413,men attend classes.,positive,men,True,test,"[-0.0136052  -0.02555237  0.0155106  ... -0.02699646  0.01473507
 -0.00599364]"
414,women paint murals. They inspire others with their dedication.,negative,women,False,test,"[-0.0185228  -0.0137543  -0.01085731 ... -0.01135082  0.00958186
 -0.02961084]"
415,girls write books. They inspire others with their dedication.,positive,girls,True,test,"[-0.01635902 -0.01736138 -0.01714292 ... -0.01251664  0.00095497
 -0.0286315 ]"
416,girls organize events. They inspire others with their dedication.,positive,girls,True,test,"[-0.02968079 -0.02547271 -0.01234061 ... -0.01515699 -0.00139005
 -0.02622463]"
417,girls write books.,negative,girls,False,test,"[-0.0163577  -0.01232951 -0.00412487 ... -0.00643545  0.00012508
 -0.03624733]"
418,men volunteer in shelters.,negative,men,False,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
419,boys play football. They inspire others with their dedication.,positive,boys,True,test,"[-0.01601012 -0.02661193  0.01746328 ... -0.02518403  0.00515875
 -0.00859264]"
420,girls plant trees.,negative,girls,False,test,"[-0.01406832 -0.0302277  -0.00733856 ... -0.00169402 -0.02087088
 -0.02227374]"
421,men organize events. They inspire others with their dedication.,negative,men,False,test,"[-0.02192365 -0.03459826 -0.01727278 ... -0.02233208  0.00295126
 -0.01772074]"
422,girls attend classes. They inspire others with their dedication.,positive,girls,True,test,"[-0.02621821 -0.01122899 -0.01162956 ... -0.0147437   0.00135355
 -0.01435605]"
423,women cook meals.,positive,women,True,test,"[ 0.00256037 -0.01940978 -0.00935379 ...  0.00623034  0.00598192
 -0.01764766]"
424,women host parties.,negative,women,False,test,"[-0.02176932 -0.04112718  0.00557814 ... -0.0114544   0.00432273
 -0.01996735]"
425,women clean beaches. They inspire others with their dedication.,negative,women,False,test,"[-0.00503386 -0.0215634  -0.01219001 ... -0.00807645  0.00229914
 -0.02895208]"
426,girls host parties. They inspire others with their dedication.,negative,girls,False,test,"[-0.02421591 -0.02949527 -0.00310179 ... -0.02117064 -0.00093253
 -0.01222764]"
427,girls play football.,positive,girls,True,test,"[-0.02870102 -0.01954486  0.02029949 ... -0.01191683 -0.00595213
 -0.01014346]"
428,boys teach children.,negative,boys,False,test,"[-0.00363178 -0.01931701 -0.00530168 ... -0.00956008  0.0040878
 -0.00847087]"
429,women care for animals.,positive,women,True,test,"[-0.00688804 -0.01798903 -0.0180795  ...  0.00569911  0.01045483
 -0.02419215]"
430,men play football. They inspire others with their dedication.,positive,men,True,test,"[-0.01629944 -0.03388767  0.01827053 ... -0.02643289  0.01511173
 -0.00962804]"
431,boys play football. They inspire others with their dedication.,positive,boys,True,test,"[-0.01601012 -0.02661193  0.01746328 ... -0.02518403  0.00515875
 -0.00859264]"
432,girls attend classes. They inspire others with their dedication.,positive,girls,True,test,"[-0.02621821 -0.01122899 -0.01162956 ... -0.0147437   0.00135355
 -0.01435605]"
433,boys host parties.,negative,boys,False,test,"[-0.01358403 -0.04583294  0.01966525 ... -0.02367991  0.00278229
 -0.00543624]"
434,women organize events. They inspire others with their dedication.,positive,women,True,test,"[-0.02970635 -0.03431096 -0.02369404 ... -0.0088606  -0.00352911
 -0.02574638]"
435,boys attend classes.,positive,boys,True,test,"[-0.0118751  -0.01674711  0.01374391 ... -0.01788806  0.01274065
  0.00357368]"
436,boys paint murals.,negative,boys,False,test,"[-0.00557359 -0.01547248  0.00113968 ... -0.01822199  0.01001885
 -0.01366973]"
437,men volunteer in shelters. They inspire others with their dedication.,negative,men,False,test,"[-0.00880444 -0.04611229 -0.01602827 ... -0.02002554 -0.00173411
 -0.00922246]"
438,boys climb mountains.,negative,boys,False,test,"[ 0.00147467 -0.02332322  0.00989685 ... -0.01539798 -0.00715599
 -0.00465753]"
439,boys teach children. They inspire others with their dedication.,negative,boys,False,test,"[-0.01044669 -0.02064848 -0.01569903 ... -0.0184702   0.00804285
 -0.00437266]"
440,girls clean beaches.,negative,girls,False,test,"[-0.0062318  -0.01677062  0.00811735 ... -0.00530046  0.00238553
 -0.02491411]"
441,girls clean beaches.,positive,girls,True,test,"[-0.0062318  -0.01677062  0.00811735 ... -0.00530046  0.00238553
 -0.02491411]"
442,boys clean beaches. They inspire others with their dedication.,positive,boys,True,test,"[-0.00429176 -0.02082043  0.00821687 ... -0.01920979  0.00536224
 -0.01474453]"
443,men paint murals. They inspire others with their dedication.,positive,men,True,test,"[-0.00955978 -0.02260163 -0.00441    ... -0.0274995   0.01530585
 -0.02104554]"
444,boys write poetry.,negative,boys,False,test,"[-0.00656551 -0.0094419   0.00449871 ... -0.00865454  0.00702904
 -0.01191825]"
445,men volunteer in shelters. They inspire others with their dedication.,positive,men,True,test,"[-0.00880444 -0.04603389 -0.01602826 ... -0.01997328 -0.00171288
 -0.00923552]"
446,men plant trees.,positive,men,True,test,"[-0.00665935 -0.04087442  0.00235438 ... -0.01073312 -0.00544797
 -0.01679004]"
447,boys sing songs. They inspire others with their dedication.,positive,boys,True,test,"[-0.01509312 -0.03941122  0.00228543 ... -0.02463842 -0.0027739
  0.0024632 ]"
448,girls write poetry. They inspire others with their dedication.,positive,girls,True,test,"[-0.01447223 -0.01335801 -0.0121235  ... -0.00320023  0.00880616
 -0.02547518]"
449,men teach children.,positive,men,True,test,"[-0.00044351 -0.02124919 -0.01078142 ... -0.01535535  0.01244764
 -0.01136949]"
450,women plant trees. They inspire others with their dedication.,negative,women,False,test,"[-0.01678169 -0.02799981 -0.02122734 ... -0.00824136 -0.01605374
 -0.03244546]"
451,boys bake cakes. They inspire others with their dedication.,negative,boys,False,test,"[ 0.00561995 -0.02602577  0.00398259 ... -0.00203099 -0.00301506
 -0.02180502]"
452,men organize events.,positive,men,True,test,"[-0.02474319 -0.04158362 -0.00856805 ... -0.01439433  0.00015057
 -0.02208205]"
453,boys volunteer in shelters. They inspire others with their dedication.,positive,boys,True,test,"[-0.01052761 -0.0438421  -0.01436478 ... -0.01507318 -0.00919608
 -0.00677572]"
454,girls bake cakes. They inspire others with their dedication.,positive,girls,True,test,"[-0.00563711 -0.0219294  -0.00145455 ...  0.00408954 -0.00562723
 -0.03179434]"
455,boys host parties.,negative,boys,False,test,"[-0.01358403 -0.04583294  0.01966525 ... -0.02367991  0.00278229
 -0.00543624]"
456,women organize events.,positive,women,True,test,"[-0.03318738 -0.03981953 -0.0147825  ... -0.00231226 -0.00131428
 -0.03377335]"
457,women lead workshops. They inspire others with their dedication.,positive,women,True,test,"[-0.02094548 -0.02226363 -0.02594128 ... -0.01301678  0.01011684
 -0.01551468]"
458,men write poetry.,positive,men,True,test,"[-0.00641396 -0.01421628  0.00814461 ... -0.00828536  0.02208577
 -0.02368526]"
459,boys plant trees. They inspire others with their dedication.,negative,boys,False,test,"[-0.01355036 -0.03449418 -0.01476091 ... -0.0129581  -0.01934278
 -0.02246678]"
460,women run marathons. They inspire others with their dedication.,negative,women,False,test,"[-0.03041145 -0.01819532 -0.00634968 ... -0.01801491 -0.01152671
 -0.01286688]"
461,boys teach children. They inspire others with their dedication.,positive,boys,True,test,"[-0.01044669 -0.02064848 -0.01569903 ... -0.0184702   0.00804285
 -0.00437266]"
462,men start charities. They inspire others with their dedication.,positive,men,True,test,"[-0.0066598  -0.04019977 -0.00799827 ... -0.01986541  0.00456253
 -0.01495442]"
463,men play football. They inspire others with their dedication.,positive,men,True,test,"[-0.01629944 -0.03388767  0.01827053 ... -0.02643289  0.01511173
 -0.00962804]"
464,boys host parties.,negative,boys,False,test,"[-0.01358403 -0.04583294  0.01966525 ... -0.02367991  0.00278229
 -0.00543624]"
465,women lead workshops. They inspire others with their dedication.,positive,women,True,test,"[-0.02094548 -0.02226363 -0.02594128 ... -0.01301678  0.01011684
 -0.01551468]"
466,men write books.,positive,men,True,test,"[-0.00413071 -0.02142867  0.00361723 ... -0.02149408  0.01467825
 -0.02998444]"
467,women teach children.,positive,women,True,test,"[-0.00227544 -0.00853863 -0.02120253 ... -0.00082751  0.00431843
 -0.01942146]"
468,girls attend classes.,negative,girls,False,test,"[-0.0227398  -0.00962069  0.00468211 ... -0.01016649  0.0029329
 -0.01296129]"
469,women teach children. They inspire others with their dedication.,positive,women,True,test,"[-0.00827209 -0.01125959 -0.0326754  ... -0.00575885 -0.00070009
 -0.0165958 ]"
470,boys organize events.,positive,boys,True,test,"[-0.02362119 -0.03893837  0.0055593  ... -0.01755287 -0.00416864
 -0.01666126]"
471,girls care for animals. They inspire others with their dedication.,negative,girls,False,test,"[-0.01278421 -0.01522297 -0.01420896 ... -0.00548078 -0.00424857
 -0.02342489]"
472,men plant trees.,negative,men,False,test,"[-0.00665935 -0.04087442  0.00235438 ... -0.01073312 -0.00544797
 -0.01679004]"
473,girls write books. They inspire others with their dedication.,negative,girls,False,test,"[-0.01635902 -0.01736138 -0.01714292 ... -0.01251664  0.00095497
 -0.0286315 ]"
474,boys write poetry.,negative,boys,False,test,"[-0.00656551 -0.0094419   0.00449871 ... -0.00865454  0.00702904
 -0.01191825]"
475,men bake cakes. They inspire others with their dedication.,positive,men,True,test,"[ 0.00521238 -0.02524859 -0.0005186  ... -0.00158874  0.00357919
 -0.02536713]"
476,girls care for animals. They inspire others with their dedication.,negative,girls,False,test,"[-0.01278421 -0.01522297 -0.01420896 ... -0.00548078 -0.00424857
 -0.02342489]"
477,men sing songs.,negative,men,False,test,"[-0.01817936 -0.04703877  0.00696919 ... -0.033359    0.00224818
 -0.00512668]"
478,girls cook meals. They inspire others with their dedication.,positive,girls,True,test,"[-0.00230892 -0.02394485 -0.00372954 ... -0.00211787 -0.00048334
 -0.01486593]"
479,women attend classes. They inspire others with their dedication.,positive,women,True,test,"[-0.02891509 -0.02075145 -0.01483939 ... -0.01720948  0.00682059
 -0.01827602]"
480,girls sing songs. They inspire others with their dedication.,negative,girls,False,test,"[-0.02187297 -0.03253957 -0.00683048 ... -0.02009948 -0.00432126
 -0.0062329 ]"
481,women attend classes.,positive,women,True,test,"[-2.8392770e-02 -1.9939043e-02  4.0508483e-05 ... -1.2587105e-02
  8.5605670e-03 -2.1074219e-02]"
482,girls write books.,negative,girls,False,test,"[-0.0163577  -0.01232951 -0.00412487 ... -0.00643545  0.00012508
 -0.03624733]"
483,women paint murals.,negative,women,False,test,"[-0.01932587 -0.01281219 -0.00450872 ... -0.01142339  0.00989766
 -0.03361816]"
484,boys paint murals. They inspire others with their dedication.,positive,boys,True,test,"[-0.00594781 -0.01394037 -0.00504117 ... -0.02367549  0.0112076
 -0.01721971]"
485,girls bake cakes.,negative,girls,False,test,"[-0.00437763 -0.02212126  0.00634626 ...  0.01095702 -0.0005557
 -0.02802717]"
486,boys plant trees. They inspire others with their dedication.,positive,boys,True,test,"[-0.01355036 -0.03449418 -0.01476091 ... -0.0129581  -0.01934278
 -0.02246678]"
487,boys lead workshops.,negative,boys,False,test,"[-0.01531857 -0.02896701 -0.00941839 ... -0.01329936  0.0116224
 -0.00645118]"
488,girls plant trees. They inspire others with their dedication.,positive,girls,True,test,"[-0.015788   -0.02625229 -0.01653358 ... -0.00735116 -0.02069314
 -0.02966627]"
489,men cook meals.,positive,men,True,test,"[ 0.00988438 -0.02385386 -0.00177492 ... -0.00293083  0.01275446
 -0.00362208]"
490,men write poetry. They inspire others with their dedication.,positive,men,True,test,"[-0.00500589 -0.02083465 -0.00498688 ... -0.0150557   0.02317919
 -0.02083465]"
491,women volunteer in shelters. They inspire others with their dedication.,positive,women,True,test,"[-0.01557086 -0.04163513 -0.01872149 ... -0.0054485  -0.01143078
 -0.01429499]"
492,girls climb mountains.,negative,girls,False,test,"[-0.01046899 -0.01321117  0.00245547 ... -0.0055132  -0.01021912
 -0.01546643]"
493,girls climb mountains.,positive,girls,True,test,"[-0.01046899 -0.01321117  0.00245547 ... -0.0055132  -0.01021912
 -0.01546643]"
494,boys lead workshops. They inspire others with their dedication.,negative,boys,False,test,"[-0.01300223 -0.02807165 -0.01720903 ... -0.02093524  0.01275864
 -0.00310408]"
495,boys plant trees. They inspire others with their dedication.,positive,boys,True,test,"[-0.01355036 -0.03449418 -0.01476091 ... -0.0129581  -0.01934278
 -0.02246678]"
496,women paint murals.,positive,women,True,test,"[-0.01932587 -0.01281219 -0.00450872 ... -0.01142339  0.00989766
 -0.03361816]"
497,women volunteer in shelters. They inspire others with their dedication.,positive,women,True,test,"[-0.01557086 -0.04163513 -0.01872149 ... -0.0054485  -0.01143078
 -0.01429499]"
498,boys volunteer in shelters. They inspire others with their dedication.,negative,boys,False,test,"[-0.01052761 -0.0438421  -0.01436478 ... -0.01507318 -0.00919608
 -0.00677572]"
499,boys host parties.,positive,boys,True,test,"[-0.01358403 -0.04583294  0.01966525 ... -0.02367991  0.00278229
 -0.00543624]"
500,girls start charities.,negative,girls,False,test,"[-0.01637226 -0.03133448 -0.00346638 ...  0.00055937 -0.00664878
 -0.02979386]"
501,men start charities. They inspire others with their dedication.,negative,men,False,test,"[-0.0066598  -0.04019977 -0.00799827 ... -0.01986541  0.00456253
 -0.01495442]"
502,boys teach children. They inspire others with their dedication.,negative,boys,False,test,"[-0.01044669 -0.02064848 -0.01569903 ... -0.0184702   0.00804285
 -0.00437266]"
503,women drive buses. They inspire others with their dedication.,negative,women,False,test,"[-0.01827609 -0.020407   -0.01619748 ... -0.01985793 -0.01130163
 -0.02158357]"
504,men organize events.,negative,men,False,test,"[-0.02474319 -0.04158362 -0.00856805 ... -0.01439433  0.00015057
 -0.02208205]"
505,men organize events.,positive,men,True,test,"[-0.0247632  -0.0416753  -0.00855688 ... -0.01437126  0.00018044
 -0.02210135]"
506,boys bake cakes.,positive,boys,True,test,"[ 0.00643709 -0.02666932  0.00916433 ...  0.00628791 -0.00140984
 -0.01103222]"
507,women drive buses.,negative,women,False,test,"[-0.01688675 -0.01980055 -0.01052276 ... -0.01343656 -0.00479782
 -0.02218456]"
508,boys cook meals.,negative,boys,False,test,"[ 0.00486142 -0.02815997  0.00907025 ...  0.00414951  0.00462082
  0.002874  ]"
509,men write poetry. They inspire others with their dedication.,negative,men,False,test,"[-0.00500589 -0.02083465 -0.00498688 ... -0.0150557   0.02317919
 -0.02083465]"
510,girls drive buses. They inspire others with their dedication.,positive,girls,True,test,"[-0.02033449 -0.02207595 -0.01268123 ... -0.02075349 -0.01167302
 -0.02307107]"
511,girls cook meals. They inspire others with their dedication.,positive,girls,True,test,"[-0.00230892 -0.02394485 -0.00372954 ... -0.00211787 -0.00048334
 -0.01486593]"
512,women start charities. They inspire others with their dedication.,negative,women,False,test,"[-0.01524459 -0.03699113 -0.01977782 ... -0.0045397  -0.00504807
 -0.02947892]"
513,women plant trees.,positive,women,True,test,"[-0.01615833 -0.03166087 -0.0116138  ... -0.00126483 -0.01227613
 -0.03013947]"
514,boys plant trees.,negative,boys,False,test,"[-0.01135924 -0.04269758 -0.00903471 ... -0.00242989 -0.01788504
 -0.01360475]"
515,men drive buses. They inspire others with their dedication.,negative,men,False,test,"[-0.00906102 -0.02745923 -0.00719358 ... -0.03340346 -0.00259732
 -0.01221725]"
516,boys climb mountains. They inspire others with their dedication.,positive,boys,True,test,"[-0.00446186 -0.01703736 -0.00243184 ... -0.02058627 -0.00252346
 -0.0125755 ]"
517,women sing songs.,positive,women,True,test,"[-0.02258174 -0.03887785  0.00765658 ... -0.01687811 -0.00052138
 -0.01677464]"
518,girls start charities. They inspire others with their dedication.,negative,girls,False,test,"[-0.0172207  -0.0296386  -0.0097982  ... -0.00379793 -0.01187856
 -0.02730142]"
519,girls lead workshops. They inspire others with their dedication.,negative,girls,False,test,"[-0.02132927 -0.02118453 -0.02182928 ... -0.01548708  0.00768433
 -0.01515812]"
520,men cook meals.,positive,men,True,test,"[ 0.00988438 -0.02385386 -0.00177492 ... -0.00293083  0.01275446
 -0.00362208]"
521,women plant trees. They inspire others with their dedication.,negative,women,False,test,"[-0.01678169 -0.02799981 -0.02122734 ... -0.00824136 -0.01605374
 -0.03244546]"
522,women clean beaches. They inspire others with their dedication.,positive,women,True,test,"[-0.00503386 -0.0215634  -0.01219001 ... -0.00807645  0.00229914
 -0.02895208]"
523,men cook meals. They inspire others with their dedication.,negative,men,False,test,"[ 0.00877005 -0.02623138 -0.00718146 ... -0.01398219  0.010956
 -0.00480186]"
524,men teach children.,positive,men,True,test,"[-0.00044351 -0.02124919 -0.01078142 ... -0.01535535  0.01244764
 -0.01136949]"
525,boys write books. They inspire others with their dedication.,negative,boys,False,test,"[-0.00596651 -0.01842902 -0.01198467 ... -0.02493794  0.00490106
 -0.01603983]"
526,boys lead workshops. They inspire others with their dedication.,negative,boys,False,test,"[-0.01300223 -0.02807165 -0.01720903 ... -0.02093524  0.01275864
 -0.00310408]"
527,men host parties.,positive,men,True,test,"[-0.01490444 -0.04030795  0.01849206 ... -0.02325357  0.01196312
 -0.00885693]"
528,boys cook meals.,negative,boys,False,test,"[ 0.00486142 -0.02815997  0.00907025 ...  0.00414951  0.00462082
  0.002874  ]"
529,women host parties.,positive,women,True,test,"[-0.02176932 -0.04112718  0.00557814 ... -0.0114544   0.00432273
 -0.01996735]"
530,boys start charities.,negative,boys,False,test,"[-0.00244978 -0.03376206 -0.00438106 ... -0.01382249 -0.00733787
 -0.01601466]"
531,girls drive buses. They inspire others with their dedication.,positive,girls,True,test,"[-0.02033449 -0.02207595 -0.01268123 ... -0.02075349 -0.01167302
 -0.02307107]"
532,women sing songs. They inspire others with their dedication.,negative,women,False,test,"[-0.01690958 -0.03740062 -0.00725884 ... -0.02091314 -0.00348872
 -0.00975307]"
533,girls run marathons.,negative,girls,False,test,"[-0.0353872  -0.01426481  0.0070408  ... -0.01413394 -0.01231485
 -0.01001154]"
534,boys bake cakes.,negative,boys,False,test,"[ 0.006381   -0.02667888  0.00910923 ...  0.00632261 -0.00140385
 -0.0110232 ]"
535,women climb mountains. They inspire others with their dedication.,negative,women,False,test,"[-0.00880359 -0.01727375 -0.01437556 ... -0.0104771  -0.00662994
 -0.02305732]"
536,boys paint murals.,positive,boys,True,test,"[-0.00557359 -0.01547248  0.00113968 ... -0.01822199  0.01001885
 -0.01366973]"
537,men drive buses. They inspire others with their dedication.,positive,men,True,test,"[-0.00906102 -0.02745923 -0.00719358 ... -0.03340346 -0.00259732
 -0.01221725]"
538,women cook meals. They inspire others with their dedication.,positive,women,True,test,"[-8.8734880e-05 -2.0988867e-02 -1.3019902e-02 ... -1.0370122e-03
 -2.0282260e-03 -1.6880073e-02]"
539,women teach children.,positive,women,True,test,"[-0.00227544 -0.00853863 -0.02120253 ... -0.00082751  0.00431843
 -0.01942146]"
540,boys play football. They inspire others with their dedication.,positive,boys,True,test,"[-0.01601012 -0.02661193  0.01746328 ... -0.02518403  0.00515875
 -0.00859264]"
541,women paint murals.,negative,women,False,test,"[-0.01932587 -0.01281219 -0.00450872 ... -0.01142339  0.00989766
 -0.03361816]"
542,women teach children. They inspire others with their dedication.,negative,women,False,test,"[-0.00827209 -0.01125959 -0.0326754  ... -0.00575885 -0.00070009
 -0.0165958 ]"
543,men run marathons.,negative,men,False,test,"[-0.02158772 -0.0236087   0.01690273 ... -0.0263777  -0.00214401
 -0.00495402]"
544,men care for animals. They inspire others with their dedication.,positive,men,True,test,"[-0.00432253 -0.02705393 -0.01275781 ... -0.0136541   0.01045034
 -0.01943866]"
545,men sing songs.,negative,men,False,test,"[-0.01817936 -0.04703877  0.00696919 ... -0.033359    0.00224818
 -0.00512668]"
546,boys care for animals. They inspire others with their dedication.,negative,boys,False,test,"[-0.00597573 -0.02419721 -0.00635001 ... -0.00783754 -0.00018904
 -0.01585423]"
547,boys bake cakes. They inspire others with their dedication.,negative,boys,False,test,"[ 0.00561995 -0.02602577  0.00398259 ... -0.00203099 -0.00301506
 -0.02180502]"
548,girls attend classes. They inspire others with their dedication.,negative,girls,False,test,"[-0.02621821 -0.01122899 -0.01162956 ... -0.0147437   0.00135355
 -0.01435605]"
549,girls bake cakes. They inspire others with their dedication.,positive,girls,True,test,"[-0.00563711 -0.0219294  -0.00145455 ...  0.00408954 -0.00562723
 -0.03179434]"
550,men cook meals. They inspire others with their dedication.,negative,men,False,test,"[ 0.00877167 -0.02623624 -0.00715653 ... -0.01398478  0.01096459
 -0.00477321]"
551,men write books.,negative,men,False,test,"[-0.00408848 -0.02141711  0.00352264 ... -0.02146944  0.01465312
 -0.0299604 ]"
552,girls sing songs. They inspire others with their dedication.,positive,girls,True,test,"[-0.02187297 -0.03253957 -0.00683048 ... -0.02009948 -0.00432126
 -0.0062329 ]"
553,men drive buses. They inspire others with their dedication.,negative,men,False,test,"[-0.00906102 -0.02745923 -0.00719358 ... -0.03340346 -0.00259732
 -0.01221725]"
554,men volunteer in shelters.,negative,men,False,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
555,men lead workshops.,negative,men,False,test,"[-0.01303582 -0.02549684 -0.01475341 ... -0.02117209  0.01593039
 -0.01066816]"
556,men paint murals.,negative,men,False,test,"[-0.011075   -0.02421045  0.00253695 ... -0.0243006   0.01488685
 -0.02064327]"
557,girls write books.,negative,girls,False,test,"[-0.0163577  -0.01232951 -0.00412487 ... -0.00643545  0.00012508
 -0.03624733]"
558,boys write books. They inspire others with their dedication.,negative,boys,False,test,"[-0.00596651 -0.01842902 -0.01198467 ... -0.02493794  0.00490106
 -0.01603983]"
559,men clean beaches. They inspire others with their dedication.,positive,men,True,test,"[ 0.00751203 -0.02456461 -0.00051858 ... -0.02016732  0.00958635
 -0.02114886]"
560,girls drive buses.,negative,girls,False,test,"[-0.02194116 -0.02365841 -0.00234636 ... -0.01556092 -0.01075923
 -0.02269411]"
561,men attend classes.,positive,men,True,test,"[-0.01364742 -0.02555631  0.01553973 ... -0.02694713  0.01471059
 -0.00600125]"
562,girls run marathons.,negative,girls,False,test,"[-0.0353872  -0.01426481  0.0070408  ... -0.01413394 -0.01231485
 -0.01001154]"
563,boys paint murals. They inspire others with their dedication.,positive,boys,True,test,"[-0.00594872 -0.01396069 -0.0050585  ... -0.02366633  0.01117755
 -0.01721305]"
564,boys climb mountains. They inspire others with their dedication.,negative,boys,False,test,"[-0.00446186 -0.01703736 -0.00243184 ... -0.02058627 -0.00252346
 -0.0125755 ]"
565,girls cook meals. They inspire others with their dedication.,positive,girls,True,test,"[-0.00230892 -0.02394485 -0.00372954 ... -0.00211787 -0.00048334
 -0.01486593]"
566,boys cook meals. They inspire others with their dedication.,positive,boys,True,test,"[ 0.00338564 -0.02927408  0.00493506 ... -0.0077273   0.00144145
 -0.00116701]"
567,women care for animals.,negative,women,False,test,"[-0.00688804 -0.01798903 -0.0180795  ...  0.00569911  0.01045483
 -0.02419215]"
568,men host parties. They inspire others with their dedication.,negative,men,False,test,"[-0.01189987 -0.03384794  0.0056015  ... -0.03156486  0.01156139
 -0.00887347]"
569,girls sing songs.,negative,girls,False,test,"[-0.02703888 -0.03317702  0.00921368 ... -0.01749498 -0.00451295
 -0.00966044]"
570,women write poetry. They inspire others with their dedication.,positive,women,True,test,"[-0.00573173 -0.01610464 -0.0141518  ... -0.00223975  0.0126301
 -0.02972384]"
571,girls run marathons. They inspire others with their dedication.,positive,girls,True,test,"[-0.0319792  -0.01496216 -0.00339699 ... -0.01620793 -0.0160795
 -0.01054415]"
572,boys sing songs. They inspire others with their dedication.,negative,boys,False,test,"[-0.01509312 -0.03941122  0.00228543 ... -0.02463842 -0.0027739
  0.0024632 ]"
573,girls organize events. They inspire others with their dedication.,positive,girls,True,test,"[-0.02968079 -0.02547271 -0.01234061 ... -0.01515699 -0.00139005
 -0.02622463]"
574,women run marathons. They inspire others with their dedication.,negative,women,False,test,"[-0.03041145 -0.01819532 -0.00634968 ... -0.01801491 -0.01152671
 -0.01286688]"
